run_id,particle_id,parent_id,method,task,metric_to_optimize,llm,iteration,total_tokens,prompt_tokens,completion_tokens,log_weight,particle_index,ess,times,neg_avg_log_marginal_NLE,neg_log_marginal_NLE,timeout_evidence_estimation,mse,mse_per_dim,neg_avg_log_likelihood_NLE,neg_log_likelihood_NLE,config
c4db06b7-e05d-4dd5-92c7-f81a3a144652,31cc9cc9-62ca-43aa-b1ae-fbaf4377e567,,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,0,0,0,0,-11.045978546142578,0,,"{'dt_optimization_sec': 376.565819978714, 'dt_evaluation_sec': 444.570410490036, 'dt_feedback_sec': 49.813995361328125}",26.85434913635254,268.5434875488281,False,11.045978546142578,"[2.28857159614563, 0.0007124656694941223, 4.03315544128418, 0.39508911967277527, 1.8789860010147095, 64.84413146972656, 3.881204605102539]",13.73822021484375,137.3822021484375,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 0, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': 'c4db06b7-e05d-4dd5-92c7-f81a3a144652'}"
36606a70-0cd2-4746-8ce7-2ffb9a03af35,f2bd9f28-7934-4b46-871b-5bf8faec3b2f,,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,0,0,0,0,-10.94944190979004,0,,"{'dt_optimization_sec': 375.6733696460724, 'dt_evaluation_sec': 440.5271420478821, 'dt_feedback_sec': 57.12589883804321}",25.68173789978028,256.8173828125,False,10.94944190979004,"[4.00499963760376, 0.00021164011559449136, 2.6897501945495605, 0.5600367784500122, 3.789766788482666, 47.86906051635742, 17.732263565063477]",13.234275817871094,132.34275817871094,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 1, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': '36606a70-0cd2-4746-8ce7-2ffb9a03af35'}"
c4db06b7-e05d-4dd5-92c7-f81a3a144652,6b068188-1418-4512-9e97-36a5c4c0d264,31cc9cc9-62ca-43aa-b1ae-fbaf4377e567,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,1,246269,155197,91072,-28.393096923828125,1,50.00000577420063,"{'dt_propagation_sec': 60.31750297546387, 'dt_optimization_sec': 380.6458432674408, 'dt_evaluation_sec': 421.6489374637604, 'dt_feedback_sec': 45.0878267288208}",25.93125343322754,259.3125305175781,False,28.393096923828125,"[48.73500061035156, 0.011627834290266037, 2.677159070968628, 17.814224243164062, 86.27320861816406, 36.33399200439453, 6.906471252441406]",20.14637565612793,201.46376037597656,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 0, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': 'c4db06b7-e05d-4dd5-92c7-f81a3a144652'}"
c4db06b7-e05d-4dd5-92c7-f81a3a144652,965a4e33-8fa5-469f-93a6-e251a398541d,31cc9cc9-62ca-43aa-b1ae-fbaf4377e567,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,1,246269,155197,91072,-16.32912826538086,2,50.00000577420063,"{'dt_propagation_sec': 59.26868224143982, 'dt_optimization_sec': 402.85195422172546, 'dt_evaluation_sec': 436.7771005630493, 'dt_feedback_sec': 42.13096356391907}",28.562557220458984,285.6255798339844,False,16.32912826538086,"[46.21821212768555, 0.1165158599615097, 3.123527765274048, 7.434074401855469, 38.6912841796875, 13.677301406860352, 5.042977809906006]",22.10734367370605,221.0734405517578,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 0, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': 'c4db06b7-e05d-4dd5-92c7-f81a3a144652'}"
c4db06b7-e05d-4dd5-92c7-f81a3a144652,1b174246-7343-4bdd-8cda-75140e33b353,31cc9cc9-62ca-43aa-b1ae-fbaf4377e567,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,1,246269,155197,91072,-8.079988479614258,3,50.00000577420063,"{'dt_propagation_sec': 62.63917684555054, 'dt_optimization_sec': 420.0716178417206, 'dt_evaluation_sec': 463.049259185791, 'dt_feedback_sec': 58.1981418132782}",26.687387466430664,266.8738708496094,False,8.079988479614258,"[19.456073760986328, 0.7722545862197876, 1.6401994228363037, 3.2668964862823486, 19.165124893188477, 8.538061141967773, 3.7213082313537598]",18.2176570892334,182.17657470703125,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 0, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': 'c4db06b7-e05d-4dd5-92c7-f81a3a144652'}"
c4db06b7-e05d-4dd5-92c7-f81a3a144652,2e6e6355-0052-4a41-b78d-529c2c95b4d3,31cc9cc9-62ca-43aa-b1ae-fbaf4377e567,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,1,246269,155197,91072,-16.527666091918945,4,50.00000577420063,"{'dt_propagation_sec': 57.198368310928345, 'dt_optimization_sec': 416.3737714290619, 'dt_evaluation_sec': 464.79649448394775, 'dt_feedback_sec': 56.26596736907959}",27.827037811279297,278.2703857421875,False,16.527666091918945,"[51.4896354675293, 0.28178641200065613, 1.5561683177947998, 15.275171279907227, 32.038429260253906, 10.845476150512695, 4.206991195678711]",19.598499298095703,195.9850006103516,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 0, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': 'c4db06b7-e05d-4dd5-92c7-f81a3a144652'}"
c4db06b7-e05d-4dd5-92c7-f81a3a144652,bafb3792-32f7-4f65-9871-08ca90e832c9,31cc9cc9-62ca-43aa-b1ae-fbaf4377e567,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,1,246269,155197,91072,-14.40317440032959,5,50.00000577420063,"{'dt_propagation_sec': 63.28285241127014, 'dt_optimization_sec': 398.86597514152527, 'dt_evaluation_sec': 446.0542676448822, 'dt_feedback_sec': 55.942370891571045}",29.06337547302246,290.6337585449219,False,14.40317440032959,"[14.90142822265625, 0.6919288635253906, 3.5722591876983643, 17.345449447631836, 15.983949661254883, 43.84833526611328, 4.478878021240234]",21.93478775024414,219.347885131836,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 0, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': 'c4db06b7-e05d-4dd5-92c7-f81a3a144652'}"
c4db06b7-e05d-4dd5-92c7-f81a3a144652,6df8ee66-3bb2-45a9-b423-29431d5ea9f5,31cc9cc9-62ca-43aa-b1ae-fbaf4377e567,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,1,246269,155197,91072,-28.24610137939453,6,50.00000577420063,"{'dt_propagation_sec': 64.0765426158905, 'dt_optimization_sec': 420.4747817516327, 'dt_evaluation_sec': 451.544718503952, 'dt_feedback_sec': 62.972952365875244}",27.029306411743164,270.2930603027344,False,28.24610137939453,"[86.4385757446289, 0.3462679088115692, 1.0491042137145996, 17.597261428833008, 68.98677062988281, 16.925928115844727, 6.3788018226623535]",18.82404899597168,188.2404937744141,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 0, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': 'c4db06b7-e05d-4dd5-92c7-f81a3a144652'}"
c4db06b7-e05d-4dd5-92c7-f81a3a144652,6fae1e5b-7015-4b94-a7d6-98f4ace2a0f9,31cc9cc9-62ca-43aa-b1ae-fbaf4377e567,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,1,246269,155197,91072,-53.347774505615234,7,50.00000577420063,"{'dt_propagation_sec': 57.805264472961426, 'dt_optimization_sec': 452.8744773864746, 'dt_evaluation_sec': 473.43430376052856, 'dt_feedback_sec': 51.480565309524536}",29.83220291137696,298.322021484375,False,53.347774505615234,"[10.507501602172852, 0.01168079487979412, 3.390702486038208, 107.55366516113281, 9.231317520141602, 220.09201049804688, 22.6475772857666]",21.985164642333984,219.8516540527344,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 0, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': 'c4db06b7-e05d-4dd5-92c7-f81a3a144652'}"
c4db06b7-e05d-4dd5-92c7-f81a3a144652,74e895fb-c987-421f-835a-5e01f6cf87dd,31cc9cc9-62ca-43aa-b1ae-fbaf4377e567,smc_method,allen_level0,mse,anthropic/claude-sonnet-4-6,1,246269,155197,91072,-13.06527614593506,8,50.00000577420063,"{'dt_propagation_sec': 59.555203914642334, 'dt_optimization_sec': 407.3659963607788, 'dt_evaluation_sec': 441.44020891189575, 'dt_feedback_sec': 60.0233793258667}",27.50752639770508,275.07525634765625,False,13.06527614593506,"[19.456073760986328, 0.32692036032676697, 1.6422086954116821, 15.940960884094238, 18.391220092773438, 32.232154846191406, 3.467393398284912]",19.621171951293945,196.2117156982422,"{'name': 'ablation_allen_modelsmc_sonnet_MSE', 'seed': 0, 'delete_dspy_cache': True, 'logging': {'level': 'INFO'}, 'method': {'max_iter': 15, 'few_shot_examples': 3, 'verbose': False, 'max_num_itr_no_improvement': 15, 'use_chain_of_thought': False, 'req_num_cpus_per_ray_thread': 1, 'req_num_gpus_per_ray_thread': 1, 'evaluator': {'likelihood_estimator': 'NLE_PFN', 'n_samples_evidence_estimation': 500, 'prior_sampling_fallback_factor': 10, 'evidence_estimation_mode': 'posterior_samples', 'sampling_timeout': 60, 'bs_marginals': None, 'plotting': True, 'inter_quantile_range': [0.99, 0.9, 0.75, 0.5, 0.25, 0.1, 0.01], 'estimate_parameters': True}, 'optimizer': {'plotting': True, 'num_simulations': 5000, 'save_parameter_estimates': True, 'name': 'npe_pfn', 'sampling_timeout': 60, 'num_samples_posterior': 5000, 'evaluation_mode': 'power_scaling', 'temperature': 1e-05, 'estimate_parameters': True}, 'name': 'smc_method', 'alpha': 0.8, 'particle_pool_size': 50, 'ess_threshold': 0.5, 'temperature': 1.0, 'feedback_mode': 'llm_only'}, 'task': {'num_obs_train': 0, 'num_obs_valid': 10, 'metric_to_optimize': 'mse', 'optimization_direction': 'min', 'termination_val': None, 'plotting': True, 'learnable_summary_statistics': False, 'dir_data': 'llm_discovery/tasks/allen/data/', 'n_xcorr': 0, 'n_mom': 4, 'n_summary': 7, 'name': 'allen_level0', 'compute_parameter_estimate': True}, 'llm': {'api_key_name': 'ANTHROPIC_API_KEY', 'max_tokens': 20000, 'temperature': 1.0, 'cache': False, 'thinking': {'type': 'enabled', 'budget_tokens': 8000}, 'name': 'claude_sonnet46', 'model': 'anthropic/claude-sonnet-4-6'}, 'sweeper': {'name': None, 'objective': None}, 'run_id': 'c4db06b7-e05d-4dd5-92c7-f81a3a144652'}"
